"id","descuento","total","propina_total","propina","modo_pago","fecha_hora_venta"
f51d9250-27a3-4cde-9fd6-c4252ab835cb,0.00,289.00,289.00,29.00,TARJETA_CREDITO,"2023-02-15 10:51:28"
b1f00fa4-0826-4d61-a750-0c642bea6ef4,0.00,798.00,798.00,0.00,EFECTIVO,"2023-02-15 11:12:36"
cb0e146a-6e45-4188-adae-b71c1d654f79,0.00,230.00,230.00,0.00,TARJETA_CREDITO,"2023-02-15 11:38:59"
afbe29d8-7b59-4ff0-9660-a865da19c343,0.00,399.00,399.00,79.00,TARJETA_CREDITO,"2023-02-15 12:24:10"
c45269bf-b2b3-4b58-a271-13e3e3e4d753,0.00,858.00,858.00,100.00,TRANSFERENCIA,"2023-02-15 13:59:29"
"22924358-eeca-478a-b66b-55a0de41a024",0.00,190.00,190.00,0.00,EFECTIVO,"2023-02-15 14:27:32"
"4977c146-ba72-4850-acf7-6edb48d61777",0.00,450.00,450.00,0.00,TARJETA_DEBITO,"2023-02-15 15:51:10"
c07d2c77-7ce5-4214-b735-7d5fbb7f1934,0.00,654.00,654.00,0.00,TARJETA_CREDITO,"2023-02-15 16:12:57"
"82778bcb-8bb7-4912-be9e-de476947f06b",0.00,560.00,560.00,0.00,TARJETA_DEBITO,"2023-02-15 16:18:53"
"7e2cba5f-2b0c-4dfd-a4c6-00191417a889",0.00,290.00,290.00,0.00,EFECTIVO,"2023-02-15 17:29:58"
"42482bc3-f735-4a79-9a6c-717f601a7328",0.00,230.00,230.00,0.00,EFECTIVO,"2023-02-15 17:50:58"
"00887a21-fa1d-4540-ad67-f5d7616ae52c",38.50,731.50,731.50,0.00,EFECTIVO,"2023-02-15 18:18:43"
"9a03268c-71a9-4b7a-a7dd-f5b24da012bf",0.00,735.00,735.00,0.00,TARJETA_CREDITO,"2023-02-15 18:26:14"
aeb63d99-6fbf-4af4-b4b3-774cd9e25406,0.00,150.00,150.00,0.00,EFECTIVO,"2023-02-15 18:26:58"
cf24bb13-5b0c-42e3-91e0-68ca7a3ad5cf,0.00,579.00,579.00,0.00,EFECTIVO,"2023-02-15 18:52:24"
bbd0f021-3490-4d2c-aee1-16b005d797d8,9.50,180.50,180.50,0.00,EFECTIVO,"2023-02-15 18:59:21"
aa046ed2-b0fb-461e-a04f-b7331e3ad6bd,0.00,554.00,554.00,45.00,TARJETA_CREDITO,"2023-02-15 19:16:11"
f29a8e33-f61e-48c7-9787-730b186a6b8d,0.00,365.00,365.00,55.00,TARJETA_DEBITO,"2023-02-16 11:36:18"
"33034b1f-4206-40e5-abf6-3104dcff6552",29.50,560.50,560.50,0.00,TARJETA_CREDITO,"2023-02-16 11:37:33"
ed202d02-7781-4550-bb2b-2dc7f54368e8,0.00,230.00,230.00,0.00,EFECTIVO,"2023-02-16 11:38:15"
"1345cc61-41c9-4645-ad49-186ce50628d0",0.00,500.00,500.00,0.00,TARJETA_CREDITO,"2023-02-16 11:39:10"
"514c48fa-f898-4065-93f4-57e6c09ac333",0.00,230.00,230.00,30.00,TARJETA_CREDITO,"2023-02-16 11:40:18"
"8c5e6f51-13ea-459e-982d-8fb58437f00e",19.45,758.55,758.55,0.00,TARJETA_DEBITO,"2023-02-16 12:07:48"
"975224ec-15a2-4dd2-9c34-be11accf2a8f",0.00,454.00,454.00,50.00,TARJETA_DEBITO,"2023-02-16 14:30:52"
"6487521f-7205-4c06-9744-11319b394c07",0.00,3390.00,3390.00,610.00,EFECTIVO,"2023-02-16 15:16:14"
"99e24cee-4fc1-4d42-8d8d-f45a1b86ff88",0.00,760.00,760.00,0.00,EFECTIVO,"2023-02-16 18:06:39"
"4c26f298-0ca7-40c9-93a4-fe0ef596f23c",0.00,370.00,370.00,0.00,EFECTIVO,"2023-02-16 18:28:35"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,690.00,690.00,200.00,TARJETA_DEBITO,"2023-02-16 18:30:44"
"3ee6cdf8-ecbf-4e08-8a9a-e27dab62e320",0.00,389.00,389.00,100.00,EFECTIVO,"2023-02-17 10:41:25"
ea33cff9-bba2-4792-9940-338a72f2233f,11.50,218.50,218.50,0.00,EFECTIVO,"2023-02-17 10:48:21"
"8361f612-9ea0-480c-b1ef-64082b233f37",9.50,180.50,180.50,30.00,TARJETA_DEBITO,"2023-02-17 11:02:17"
c4013441-a4b5-4d53-85b6-b7ebda649c29,0.00,230.00,230.00,20.00,TARJETA_CREDITO,"2023-02-17 11:08:17"
"77c2a00a-b162-4893-aef2-c27c449b7bf4",0.00,290.00,290.00,75.00,TARJETA_DEBITO,"2023-02-17 12:07:43"
c11bc0b9-db58-4135-91a6-def742831ce8,0.00,658.00,658.00,0.00,EFECTIVO,"2023-02-17 12:11:53"
"6bf9731a-ad1c-40ad-b5da-68e20146911d",0.00,300.00,300.00,0.00,EFECTIVO,"2023-02-17 12:38:46"
"576b7e8d-e720-467c-9456-acde92084b0a",0.00,190.00,190.00,0.00,EFECTIVO,"2023-02-17 12:43:40"
"54141756-a97d-4843-a4af-4888e22fb633",17.45,331.55,331.55,0.00,EFECTIVO,"2023-02-17 13:31:55"
"0090b64e-5c29-4373-93b0-76e5106ac5b6",118.00,1062.00,1062.00,0.00,EFECTIVO,"2023-02-17 14:02:29"
dbced89a-5216-405a-959f-e3c71d8e0ca3,0.00,370.00,370.00,40.00,TARJETA_CREDITO,"2023-02-17 15:45:13"
bc7d23a0-e73f-48da-890a-8c47f42ced13,48.90,929.10,929.10,100.00,TARJETA_DEBITO,"2023-02-17 16:04:07"
"0539a195-9137-43c5-8dfb-53891da50d3c",0.00,749.00,749.00,0.00,TARJETA_DEBITO,"2023-02-17 16:15:52"
"83852a3f-1cd0-4a65-b104-8d211884b637",25.00,475.00,475.00,0.00,TRANSFERENCIA,"2023-02-17 16:33:28"
"5fed77e2-190f-4445-bd28-81b9f713c38b",11.50,218.50,218.50,0.00,TARJETA_DEBITO,"2023-02-17 17:25:12"
aaaaca00-b5e4-470f-8a9e-47fdc1f2c53f,0.00,590.00,590.00,0.00,EFECTIVO,"2023-02-17 17:46:38"
"42ff956a-62e1-440c-9a13-d541c85eea9c",0.00,150.00,150.00,0.00,EFECTIVO,"2023-02-17 17:47:20"
"814c23dc-7467-4553-94df-9c6f38b436f0",0.00,230.00,230.00,0.00,EFECTIVO,"2023-02-17 17:48:51"
"34ac0556-d717-4ced-9317-c2064ecc8137",9.00,171.00,171.00,29.00,EFECTIVO,"2023-02-17 17:53:55"
"09c7196c-1154-4ce6-978c-57a759789f46",39.90,758.10,758.10,0.00,TARJETA_CREDITO,"2023-02-17 18:55:10"
"06567985-4c44-4de0-8a51-9f96610707c8",27.95,531.05,531.05,0.00,TARJETA_DEBITO,"2023-02-17 18:57:20"
f9337b84-6d03-401f-8eeb-540fd865db06,0.00,770.00,770.00,0.00,TARJETA_DEBITO,"2023-02-18 10:52:09"
"8827448b-3e34-44cf-b9b2-b0f70b5d6195",0.00,489.00,489.00,0.00,TARJETA_CREDITO,"2023-02-18 10:55:41"
d3e9dce3-c47c-43dd-a790-ffbe12762d92,0.00,370.00,370.00,37.00,TARJETA_CREDITO,"2023-02-18 10:59:40"
dc4a4a98-a681-44b4-b6e6-af62a324b94a,16.45,312.55,312.55,0.00,TARJETA_DEBITO,"2023-02-18 12:31:28"
dc4a4a98-a681-44b4-b6e6-af62a324b94a,0.00,240.00,240.00,0.00,TARJETA_DEBITO,"2023-02-18 12:34:00"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,399.00,399.00,0.00,EFECTIVO,"2023-02-18 12:34:52"
"54141756-a97d-4843-a4af-4888e22fb633",19.00,361.00,361.00,0.00,TARJETA_DEBITO,"2023-02-18 12:35:41"
c17161d4-da8e-4bd1-8448-f512a6dc596a,0.00,369.00,369.00,37.00,TARJETA_DEBITO,"2023-02-18 13:26:46"
b93144fa-761e-4143-a700-e8c5f6ae3ae8,14.00,266.00,266.00,0.00,EFECTIVO,"2023-02-18 13:50:30"
"3c89c2b5-1fd1-41d3-b719-dbbd65f07942",23.95,455.05,455.05,0.00,TRANSFERENCIA,"2023-02-18 14:01:52"
"0ec79a08-95e7-4548-82ac-4aced4fac978",0.00,399.00,399.00,0.00,EFECTIVO,"2023-02-18 14:08:17"
ee5cbe98-7219-46b4-adb7-d1c6cf354ecd,0.00,730.00,730.00,0.00,TARJETA_DEBITO,"2023-02-18 15:50:17"
"423de8fb-ca24-406c-babd-df890a2f2be3",26.00,494.00,494.00,0.00,TARJETA_DEBITO,"2023-02-18 16:00:57"
"85d91a72-3899-472e-a503-152a5c32c1a1",0.00,579.00,579.00,0.00,EFECTIVO,"2023-02-18 16:29:59"
"16267a18-04d1-4c5e-a099-214a4b53d0d0",0.00,240.00,240.00,29.00,TARJETA_DEBITO,"2023-02-18 16:31:51"
"88de38f6-a907-4530-8410-340fdf93296f",0.00,660.00,660.00,200.00,TARJETA_DEBITO,"2023-02-18 17:26:57"
be4d70f6-4f55-4d71-b092-d9e6bd913504,0.00,1278.00,1278.00,0.00,EFECTIVO,"2023-02-18 17:47:13"
f658adc3-bdde-417d-ac21-c17887a79dd6,0.00,180.00,180.00,0.00,EFECTIVO,"2023-02-18 18:08:11"
b30dc47e-2792-4c7d-b69e-464ba68360f7,0.00,290.00,290.00,0.00,TARJETA_CREDITO,"2023-02-18 18:34:20"
"6177ac42-3704-4ebe-a6dd-21bbfdd1e1e3",14.50,275.50,275.50,26.00,TARJETA_CREDITO,"2023-02-21 10:36:18"
d902a8fc-7d8d-46b8-95de-5b0ee1389aa2,22.70,431.30,431.30,0.00,TARJETA_DEBITO,"2023-02-21 11:10:55"
"50e9f250-0011-4056-a270-d9f261e1d69e",23.95,455.05,455.05,0.00,EFECTIVO,"2023-02-21 11:30:04"
"070f9b8e-bf82-48ee-bcbe-72b345f3b856",19.00,361.00,361.00,0.00,EFECTIVO,"2023-02-21 11:30:49"
"74f0c426-baf5-465f-aa64-3507594b2e80",9.50,180.50,180.50,0.00,TARJETA_DEBITO,"2023-02-21 12:29:09"
d8845f7a-e99d-4aeb-92e0-2fdda293e1b5,0.00,399.00,399.00,0.00,EFECTIVO,"2023-02-21 12:30:11"
"5c997251-4992-41ac-bb70-0aefb188ee19",19.95,379.05,379.05,0.00,EFECTIVO,"2023-02-21 12:48:39"
"4f0acecb-0a7d-4d6e-9ae1-3b1a305851e1",0.00,389.00,389.00,40.00,TARJETA_DEBITO,"2023-02-21 13:53:34"
"96378221-63d5-481c-9efc-3c9a6d271b57",0.00,290.00,290.00,80.00,EFECTIVO,"2023-02-21 13:54:25"
a3d3b5bb-d1ee-41b3-9d6b-d19bdac88d5f,0.00,1343.00,1343.00,0.00,TARJETA_DEBITO,"2023-02-21 14:44:31"
"14d8324d-e8f8-4fd6-b5ac-071bcb020a75",0.00,230.00,230.00,0.00,EFECTIVO,"2023-02-21 15:23:35"
fa287231-d7ca-4e75-92ea-f97d5cde70bf,22.50,427.50,427.50,20.00,EFECTIVO,"2023-02-21 16:10:09"
b82ad224-96c3-49f3-8c44-1ee62932a85d,24.95,474.05,474.05,26.00,EFECTIVO,"2023-02-21 16:59:35"
"7a2749b8-7df0-4c7d-aebb-c0a10eb3f6d1",0.00,280.00,280.00,0.00,TRANSFERENCIA,"2023-02-21 17:13:10"
"34f4ace4-1520-4e0f-a338-7ba78fdf8686",9.50,180.50,180.50,0.00,TARJETA_DEBITO,"2023-02-21 17:16:37"
"30bcd9f7-53db-4b0a-82a7-000f7ebd9038",0.00,290.00,290.00,0.00,EFECTIVO,"2023-02-21 17:35:13"
ed202d02-7781-4550-bb2b-2dc7f54368e8,0.00,130.00,130.00,0.00,EFECTIVO,"2023-02-21 17:35:54"
"8ba18577-4e45-4709-aae3-baec7a15eade",0.00,220.00,220.00,30.00,TARJETA_DEBITO,"2023-02-22 11:50:10"
"6b958c90-f6a6-496c-8ae0-a1282dc68aa3",0.00,599.00,599.00,0.00,EFECTIVO,"2023-02-22 11:52:15"
"723c621c-461e-4c13-bd95-24d08ee69dec",17.00,323.00,323.00,0.00,EFECTIVO,"2023-02-22 13:34:14"
"0a56959f-6c0b-4c72-b7f5-d8dfef35d05e",0.00,669.00,669.00,0.00,TARJETA_DEBITO,"2023-02-22 13:35:23"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,969.00,969.00,0.00,EFECTIVO,"2023-02-22 13:37:03"
"5f239fa5-4a35-4da1-be31-39a9eee2bd36",0.00,480.00,480.00,100.00,TARJETA_DEBITO,"2023-02-22 13:39:39"
"56c391b7-e754-4524-8c4c-f422438069d0",0.00,450.00,450.00,50.00,EFECTIVO,"2023-02-22 13:41:54"
"4b89183b-de60-4909-bdf4-24254c115d42",33.05,627.95,627.95,40.00,TARJETA_CREDITO,"2023-02-22 14:09:24"
e694f185-8f6f-4261-84d3-dc0e20c4bb2f,32.45,616.55,616.55,0.00,EFECTIVO,"2023-02-22 14:31:24"
"4f482feb-9d03-4267-a4dd-7051f08969de",0.00,389.00,389.00,30.00,TRANSFERENCIA,"2023-02-22 16:38:02"
e9b88c23-a894-4908-920f-6db84767cded,0.00,590.00,590.00,40.00,TARJETA_DEBITO,"2023-02-22 16:38:47"
a5c8e723-d676-4b67-90e6-62c99e336282,0.00,809.00,809.00,0.00,EFECTIVO,"2023-02-22 17:13:43"
"377023bc-2817-41f9-8e14-ce6dbe5131b5",0.00,190.00,190.00,20.00,TARJETA_DEBITO,"2023-02-22 17:14:40"
ae887328-e6e3-48e7-99d6-aa6cb069524c,0.00,399.00,399.00,0.00,EFECTIVO,"2023-02-22 17:41:54"
af8ba15e-e30f-41df-9be7-13e511259a2f,0.00,579.00,579.00,0.00,TARJETA_CREDITO,"2023-02-22 18:01:25"
"4a05d5e4-eebd-4633-92f1-7a4f2d02f54f",0.00,190.00,190.00,20.00,TARJETA_DEBITO,"2023-02-22 18:04:22"
fcd2039c-839f-485e-a430-9139a66e751d,0.00,420.00,420.00,42.00,TARJETA_CREDITO,"2023-02-22 18:31:02"
"7ba389da-1e53-4f79-8982-175a1a94b2a9",0.00,150.00,150.00,40.00,TARJETA_CREDITO,"2023-02-22 18:41:11"
"9281957f-e50f-450f-8b51-3582bfcb873e",29.50,560.50,560.50,0.00,EFECTIVO,"2023-02-22 19:01:18"
cfa45867-feee-4b42-951b-1376f839621f,19.95,379.05,379.05,0.00,TARJETA_DEBITO,"2023-02-22 19:06:52"
"69c7e860-7e57-4ef1-8986-7afb31ac815a",0.00,690.00,690.00,0.00,TARJETA_DEBITO,"2023-02-22 19:27:15"
"6261fc6d-71cb-458a-9958-5b2c824dd8aa",0.00,855.00,855.00,0.00,EFECTIVO,"2023-02-23 12:50:27"
"92cf89b3-7bf5-44a6-b124-14742a68fa1e",0.00,649.00,649.00,0.00,EFECTIVO,"2023-02-23 13:12:27"
"82a3349d-1a76-478b-a788-e33ee8f53bfc",10.00,190.00,190.00,0.00,EFECTIVO,"2023-02-23 13:18:35"
"8793341b-bc8a-4b57-ba08-01a8df06f6e9",0.00,85.00,85.00,0.00,EFECTIVO,"2023-02-23 13:19:36"
"589b070e-2c59-4f8c-9bcc-a677530ff8af",0.00,549.00,549.00,55.00,TARJETA_DEBITO,"2023-02-23 13:22:43"
"82571993-edd1-436b-91d0-1fd80f0b57d8",0.00,329.00,329.00,21.00,TARJETA_DEBITO,"2023-02-23 13:23:52"
"6177fa9a-9a8c-413a-80ae-7fabd8e3fd62",11.50,218.50,218.50,0.00,TARJETA_DEBITO,"2023-02-23 13:25:20"
"05c4a418-9ff6-40e2-beda-e5d41835bff2",0.00,809.00,809.00,0.00,TARJETA_DEBITO,"2023-02-23 13:40:52"
e8687acb-db0e-41b4-a859-80e04e95f7db,0.00,669.00,669.00,0.00,EFECTIVO,"2023-02-23 13:46:48"
ab962723-7607-4f8a-89d6-10db592d190d,19.50,370.50,370.50,37.00,TARJETA_CREDITO,"2023-02-23 14:34:34"
cd42deb2-5f06-498e-8bc4-cc12c1c323c9,71.85,407.15,407.15,48.00,EFECTIVO,"2023-02-23 16:34:07"
"95692dc4-cc9d-411b-b21a-8dcb7c4a3e8f",0.00,850.00,850.00,100.00,EFECTIVO,"2023-02-23 16:38:31"
"483bd752-d4a4-418c-acfc-2c96e5e1bfeb",0.00,245.00,245.00,60.00,TARJETA_DEBITO,"2023-02-23 17:32:16"
"714e92bf-7a7d-40e5-95ff-1026aaa4fd1a",0.00,620.00,620.00,0.00,TARJETA_CREDITO,"2023-02-23 17:33:25"
"5a845d5e-46b5-4fe3-8e8b-a7210a373fda",0.00,410.00,410.00,0.00,EFECTIVO,"2023-02-23 17:53:28"
"4f5c493c-b699-49c0-8cdc-4bd0ef474525",0.00,100.00,100.00,0.00,EFECTIVO,"2023-02-23 18:08:37"
"943c473e-1dec-4150-b032-2581c0604fcd",0.00,380.00,380.00,0.00,EFECTIVO,"2023-02-23 18:35:19"
"09c7196c-1154-4ce6-978c-57a759789f46",19.45,369.55,369.55,0.00,TARJETA_DEBITO,"2023-02-23 18:52:28"
"8ff41f79-0c17-4f5c-abc6-2fabc19fc4a3",19.95,379.05,379.05,0.00,TARJETA_CREDITO,"2023-02-23 19:03:35"
"4626d461-514d-45f2-913e-68b93db9beda",0.00,290.00,290.00,0.00,TARJETA_CREDITO,"2023-02-24 09:28:06"
d6d89a0d-af96-4b70-a6d2-f7f0df8b2383,0.00,470.00,470.00,0.00,TARJETA_DEBITO,"2023-02-24 10:45:12"
f51d9250-27a3-4cde-9fd6-c4252ab835cb,0.00,190.00,190.00,0.00,TARJETA_CREDITO,"2023-02-24 11:07:00"
"9f2a8422-a841-4599-b5d1-2e226f3fe0de",0.00,260.00,260.00,0.00,TARJETA_CREDITO,"2023-02-24 12:28:39"
"18072eec-18ce-42ce-952e-986db4f424d4",0.00,360.00,360.00,0.00,EFECTIVO,"2023-02-24 12:29:17"
cf449d3e-e588-46e3-9bb6-47e8a106e46f,0.00,370.00,370.00,0.00,TARJETA_DEBITO,"2023-02-24 12:29:54"
"31bf3eb3-ea32-402b-aa49-f9661fe5332f",0.00,590.00,590.00,0.00,TARJETA_CREDITO,"2023-02-24 12:32:27"
d7a34320-fce5-44b4-a752-d6a6c3749608,0.00,590.00,590.00,100.00,TARJETA_DEBITO,"2023-02-24 13:32:44"
"35316fe9-e596-4b98-a90b-72c4cbdb6657",29.50,560.50,560.50,0.00,EFECTIVO,"2023-02-24 14:09:21"
bd6a1f4c-206e-46ef-87ab-d4748cadd212,0.00,590.00,590.00,0.00,TARJETA_DEBITO,"2023-02-24 14:10:50"
"085c5a58-6a53-4da6-b0e4-9ab16cd4a4bc",0.00,399.00,399.00,0.00,EFECTIVO,"2023-02-24 16:43:45"
"9ccc4412-517a-42f7-8ac7-358b5ba3bf3f",0.00,399.00,399.00,50.00,TARJETA_DEBITO,"2023-02-24 16:44:41"
"11f0b945-a58a-4ce2-ac6c-583a31a801cc",0.00,689.00,689.00,0.00,EFECTIVO,"2023-02-24 16:45:42"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,419.00,419.00,50.00,TARJETA_CREDITO,"2023-02-24 16:46:38"
a3ffabb6-f146-4c54-8034-157144808b7a,9.95,189.05,189.05,0.00,EFECTIVO,"2023-02-24 17:00:23"
"1ca728c6-6fc9-43c4-95e8-df346dd884ec",25.55,485.45,485.45,26.00,EFECTIVO,"2023-02-24 17:42:44"
"507a42d5-b224-4f41-a044-ce2d0940619a",0.00,590.00,590.00,90.00,TARJETA_DEBITO,"2023-02-24 17:44:38"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,549.00,549.00,55.00,TARJETA_CREDITO,"2023-02-24 17:56:18"
"3101d404-0a80-46e0-bf4f-460c1eaaa955",9.00,171.00,171.00,0.00,EFECTIVO,"2023-02-24 17:57:15"
"4677c799-e89e-49a5-abcb-aeb61919fc38",0.00,759.00,759.00,0.00,TRANSFERENCIA,"2023-02-24 18:37:00"
"89e973ee-afb4-457f-b108-680201d649c0",0.00,779.00,779.00,0.00,TARJETA_DEBITO,"2023-02-24 18:41:44"
"1a545394-e4bb-4659-b4c8-8ef669ac4591",17.00,323.00,323.00,23.00,TARJETA_CREDITO,"2023-02-24 18:58:30"
"4a05d5e4-eebd-4633-92f1-7a4f2d02f54f",0.00,305.00,305.00,0.00,EFECTIVO,"2023-02-25 10:42:06"
e448a3f1-3acb-4771-a83a-40bb6d575cba,24.45,464.55,464.55,0.00,TARJETA_CREDITO,"2023-02-25 10:55:20"
b9b990a4-e785-4c34-b273-47e6c7b07e46,32.50,617.50,617.50,0.00,TARJETA_DEBITO,"2023-02-25 11:12:53"
"613e45a0-9e16-46c9-99e2-8e2b6b69c789",12.00,228.00,228.00,20.00,TARJETA_DEBITO,"2023-02-25 11:54:17"
cc5d7015-2530-4dae-8ba9-efccf49fe645,33.45,635.55,635.55,81.00,TARJETA_DEBITO,"2023-02-25 11:55:25"
"7c1facba-aa56-4a20-a21d-fc53103f30ab",0.00,1548.00,1548.00,0.00,TARJETA_DEBITO,"2023-02-25 12:47:08"
"9d70f1d6-d12a-4227-aea6-5d13e90d5109",29.50,560.50,560.50,0.00,TARJETA_CREDITO,"2023-02-25 13:40:57"
"907a4420-b831-461e-8da0-1979098678b3",0.00,489.00,489.00,40.00,TARJETA_CREDITO,"2023-02-25 13:53:07"
"32aa790d-6c77-4891-87df-93d8c64cae6c",0.00,560.00,560.00,0.00,EFECTIVO,"2023-02-25 13:54:19"
d6d89a0d-af96-4b70-a6d2-f7f0df8b2383,0.00,200.00,200.00,0.00,TARJETA_DEBITO,"2023-02-25 13:57:32"
e0f97e5b-0ef1-4614-b08a-1be170e34dfb,0.00,489.00,489.00,0.00,TARJETA_CREDITO,"2023-02-25 14:18:19"
"17bb85cc-bab6-4d77-a8f4-8ba449df5061",0.00,290.00,290.00,0.00,EFECTIVO,"2023-02-25 15:33:23"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,430.00,430.00,0.00,EFECTIVO,"2023-02-25 16:25:28"
"45e39666-49f3-4bec-95ed-b4b0b4b42d6c",19.95,379.05,379.05,0.00,TARJETA_CREDITO,"2023-02-25 16:26:18"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,395.00,395.00,20.00,TRANSFERENCIA,"2023-02-25 16:29:30"
"66f9885e-c22c-40cf-8564-f319341da81d",0.00,440.00,440.00,0.00,EFECTIVO,"2023-02-25 16:30:10"
"7c045405-456b-408c-ac36-a9530c9ce45a",12.50,237.50,237.50,24.00,TARJETA_CREDITO,"2023-02-25 16:31:21"
"3862b758-0e00-482f-8d90-6c122fe4ae34",0.00,290.00,290.00,100.00,TARJETA_DEBITO,"2023-02-25 16:55:27"
f10acb3b-fb05-4856-bda9-1d14ff7d553f,0.00,100.00,100.00,0.00,EFECTIVO,"2023-02-25 16:55:48"
f7a04b8a-2aa0-4389-a313-03a8ee0a3626,0.00,380.00,380.00,0.00,TARJETA_CREDITO,"2023-02-25 17:24:32"
"9ee33cf6-06a3-4c5d-9f40-83282375d66c",15.78,773.22,773.22,40.00,TARJETA_CREDITO,"2023-02-25 17:41:53"
"6442c1d0-6bba-4bf1-a08c-9a729dff7977",43.00,817.00,817.00,120.00,TARJETA_CREDITO,"2023-02-25 18:15:03"
a3d3b5bb-d1ee-41b3-9d6b-d19bdac88d5f,0.00,380.00,380.00,100.00,TARJETA_DEBITO,"2023-02-25 18:32:38"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,190.00,190.00,20.00,EFECTIVO,"2023-02-25 18:33:49"
"60b6657b-63e3-45cf-99b1-c9c1a7384482",9.50,180.50,180.50,0.00,TARJETA_CREDITO,"2023-02-25 18:34:27"
"66c22823-2e27-45cb-b2bd-b1ae2e8eca47",0.00,429.00,429.00,43.00,TARJETA_DEBITO,"2023-02-25 18:46:05"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,300.00,300.00,0.00,EFECTIVO,"2023-02-25 19:06:56"
"8dcdb177-7782-484b-b4d1-491b3a24ce08",9.95,189.05,189.05,0.00,TARJETA_DEBITO,"2023-02-28 09:54:26"
bcff470d-35e4-4e12-bdf6-264080e73517,0.00,490.00,490.00,60.00,TARJETA_DEBITO,"2023-02-28 10:38:36"
a8a329dd-aef1-42d8-b538-a0f38375f56e,0.00,190.00,190.00,0.00,TARJETA_DEBITO,"2023-02-28 10:56:22"
d0cf04f9-0079-4f8a-aa4b-2743ba6a82fb,0.00,399.00,399.00,0.00,TARJETA_CREDITO,"2023-02-28 11:58:54"
f4a16c72-f99e-4fc0-9c00-cbe2672a3d89,0.00,335.00,335.00,50.00,TARJETA_CREDITO,"2023-02-28 12:01:29"
eecbcd2f-c2d7-4600-a700-5c5f4e5305ce,0.00,399.00,399.00,60.00,TARJETA_DEBITO,"2023-02-28 12:25:06"
"293b9af8-b50f-48b4-8a7d-b016ae7bb7f8",0.00,589.00,589.00,89.00,TARJETA_DEBITO,"2023-02-28 12:28:59"
"96378221-63d5-481c-9efc-3c9a6d271b57",0.00,80.00,80.00,0.00,EFECTIVO,"2023-02-28 12:54:04"
"7bda9225-947d-4e20-a77d-5780c7aa0022",0.00,190.00,190.00,0.00,TARJETA_DEBITO,"2023-02-28 13:24:53"
"5fed77e2-190f-4445-bd28-81b9f713c38b",9.50,180.50,180.50,0.00,TARJETA_DEBITO,"2023-02-28 14:12:32"
"0162c3f4-a21c-4fa3-96ce-8e806127ea0e",0.00,399.00,399.00,0.00,TARJETA_DEBITO,"2023-02-28 15:31:04"
"0a717244-9b31-4325-9fe0-dcf79aa34de3",0.00,355.00,355.00,20.00,TARJETA_DEBITO,"2023-02-28 15:56:27"
"63f102cd-bd7b-4db9-94a6-7915c8cb8c9a",0.00,700.00,700.00,0.00,EFECTIVO,"2023-02-28 16:02:59"
"9df2d4d4-10a6-4a90-aa72-167e7a5e2ae9",0.00,399.00,399.00,0.00,EFECTIVO,"2023-02-28 16:20:41"
"6a5a43de-59cc-4b5a-8aef-48789ce39f99",0.00,669.00,669.00,0.00,TARJETA_CREDITO,"2023-02-28 16:53:59"
"880f63e3-6c58-41b2-9ba3-52108a34821f",27.95,531.05,531.05,81.00,TARJETA_DEBITO,"2023-02-28 18:00:19"
d15ce0c7-da0a-4e44-b347-a98b644158e5,35.45,673.55,673.55,67.00,TARJETA_CREDITO,"2023-02-28 18:15:21"
de6ccd78-8942-45fb-ad48-bce37d91bade,0.00,110.00,110.00,11.00,TARJETA_DEBITO,"2023-02-28 18:18:05"
f4ec5b33-1d3e-4ea1-b42b-f1e8c2c1ec34,0.00,290.00,290.00,40.00,TARJETA_DEBITO,"2023-02-28 18:59:27"
"3bbcb967-fa27-49d1-8200-fd29909639ef",14.50,275.50,275.50,28.00,TARJETA_CREDITO,"2023-02-28 19:05:25"
"51df24e5-a64f-48dd-b926-3fbd53c2e9ac",0.00,290.00,290.00,0.00,EFECTIVO,"2023-02-28 19:10:59"
"44c0b809-0d3e-466d-aecf-2f682878fd79",0.00,509.00,509.00,0.00,TARJETA_DEBITO,"2023-03-01 11:00:25"
d39a719a-eea7-4f89-8cfe-28ca2c2d5aa1,0.00,499.00,499.00,60.00,TARJETA_CREDITO,"2023-03-01 11:03:51"
"2b90564e-fe02-41ce-ad8e-83714376d042",0.00,959.00,959.00,0.00,EFECTIVO,"2023-03-01 11:11:26"
cf0c90b7-5bf6-4a3d-bf01-206a5dcfbd58,0.00,399.00,399.00,0.00,TARJETA_DEBITO,"2023-03-01 12:06:24"
"7651bc47-148b-4457-9e38-e348c97f3739",31.95,607.05,607.05,0.00,TARJETA_DEBITO,"2023-03-01 12:30:14"
fd5365aa-d028-417c-a7a0-2d48b256a6b9,0.00,230.00,230.00,0.00,TARJETA_CREDITO,"2023-03-01 12:32:52"
